customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9898-IEGYC,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.85,884.5,No
6748-SEETU,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.99,1265.09,Yes
5660-KGCIT,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.61,2171.02,No
1567-KREFA,Male,1,No,Yes,58,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,63.65,3695.36,Yes
8899-OXDBU,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.32,930.51,No
3216-WVULY,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.21,338.05,No
6049-KKTRL,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.76,1747.6,Yes
9774-BJMHH,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),111.37,7691.49,No
7850-PAJNI,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,120.0,2168.26,No
7148-QTIRS,Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,115.08,8246.44,No
5235-ANWSW,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.3,323.24,Yes
7116-GGHWK,Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.25,1052.23,No
3146-NSMFS,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.2,333.39,No
6730-LFLUF,Female,0,No,Yes,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.54,2111.82,No
1874-CYWLW,Female,0,No,No,18,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,76.03,1357.47,Yes
2169-VHSPX,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.65,6958.44,No
7333-FSXDF,Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.74,648.71,No
2897-FUXIO,Male,0,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.17,3807.68,Yes
6582-OAPYG,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,71.18,700.12,No
9817-GXVWH,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.17,914.87,No
9322-PUYOW,Female,1,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.53,209.67,Yes
4221-OXZLN,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.08,6921.35,No
6322-XQGZQ,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72.22,1672.65,No
8317-BSEIO,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.42,4133.59,No
6611-OQUXR,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,80.96,491.43,Yes
6873-VVHXO,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),120.0,820.97,No
8384-QGKDF,Female,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.45,191.17,No
8375-GEMDL,Female,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.26,314.17,No
9315-XAMYK,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.64,5331.06,Yes
2859-RMOPS,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.04,1187.38,Yes
8114-FBKII,Male,1,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,3426.64,Yes
5511-QPBXF,Female,0,Yes,Yes,72,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Electronic check,43.3,3098.01,No
8276-JGYMJ,Male,1,Yes,No,20,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),96.87,1931.56,No
2278-VNCRC,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,81.65,505.99,Yes
8270-QDHOO,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.56,952.79,No
7856-SHFEN,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.16,2570.26,No
4347-JFCHN,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.94,1051.65,Yes
5331-BYOEQ,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.32,223.41,No
5738-MULRD,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.98,7359.93,No
7937-XBFWE,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),90.05,5040.97,No
1163-RDKVS,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),113.46,1349.42,Yes
9269-DCKKZ,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.29,3095.95,No
7671-PJZZN,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,107.23,7731.17,No
2559-ZLGUW,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.04,5976.1,No
9127-HLUWZ,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.21,1997.56,No
8633-HNUDO,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,111.93,2691.52,No
9813-EQLYW,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.44,1392.91,No
6673-HVLSR,Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,70.32,920.83,Yes
4939-MMTSY,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.89,2501.4,No
3471-VNCLV,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.07,1112.74,No
2331-PLNDF,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,83.87,4357.85,No
2365-NWRHI,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.88,538.03,No
5196-PAFYD,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,110.57,3422.1,Yes
7930-CWHVR,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.4,362.7,Yes
5561-YKLSZ,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,102.5,1654.27,Yes
7255-VOGSH,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),120.0,2292.09,Yes
5227-KNHNN,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),65.81,2518.23,No
8816-AZZJE,Male,0,No,No,49,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.98,4134.52,No
5982-RWPMJ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.64,886.87,Yes
1649-AWTDZ,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.21,5586.84,Yes
5486-QMLDM,Male,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.95,2680.95,No
4724-ZNDRZ,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,101.86,4250.12,No
5790-RTVAY,Female,0,No,No,49,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),75.47,3666.57,No
9566-OUXDK,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,101.26,1095.1,Yes
6712-BXLIB,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),108.24,6485.65,No
2959-QOKAM,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,86.56,1293.35,No
1103-HBVTP,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,102.7,2404.38,Yes
3350-PWCQF,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.45,2038.63,No
7589-GQNOP,Female,1,No,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.73,5660.42,No
4503-DSDRC,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.73,721.76,No
1954-NCNON,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,84.69,6102.21,No
1186-RTRIA,Male,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,63.36,4429.43,No
1483-KZDJL,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.63,720.82,Yes
9496-FRVCW,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.72,1681.47,Yes
3812-PMKDN,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),66.07,982.56,No
7126-QVOTT,Male,1,Yes,No,42,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.59,2988.7,No
6136-DFKYU,Female,1,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.01,1153.51,No
5702-NAGQS,Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),94.51,1392.04,No
4154-XNYCG,Female,1,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.83,261.54,Yes
1217-FUCXS,Female,0,No,Yes,42,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,61.74,2610.39,No
8760-UGUDC,Male,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),110.04,3095.38,No
6752-KUDLH,Male,1,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),88.8,665.67,Yes
5254-UNSCQ,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.63,3487.91,No
7093-UZSJR,Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.49,2834.51,Yes
2982-GPLWI,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.56,954.97,Yes
7091-SVNKZ,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.7,678.89,No
8156-KCKFY,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.87,6532.21,No
8943-ARLYO,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,101.21,109.04,Yes
8307-ZWBRF,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),72.88,803.97,Yes
2964-DWXIF,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,88.14,622.72,No
2932-EUDVG,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,95.05,1973.04,Yes
4268-NGRDW,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.4,2934.66,Yes
7129-LKXLF,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.67,878.2,No
9638-WXGPW,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),97.73,2554.46,Yes
2232-XKQCK,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,93.01,2877.99,No
4519-HFPQT,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.12,1847.89,Yes
4064-CTLVD,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),87.99,6309.13,No
8057-KNOFJ,Male,1,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,99.84,2816.13,No
4570-HKMHH,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,89.56,703.45,Yes
7006-EJGBG,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.04,1191.81,No
5800-XAOKT,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.18,1669.71,No
5147-TVNVP,Female,0,No,No,47,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.54,3030.7,No
6243-HDPIA,Male,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.29,2768.12,No
5248-PRAZU,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,110.95,3227.11,Yes
1772-YCGFD,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.87,943.11,Yes
5611-UDEUG,Male,1,No,No,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.92,3003.22,Yes
2814-EWVLC,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,114.5,2754.5,No
4144-VEGGQ,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.74,556.37,No
9832-MCTAR,Female,0,No,No,28,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.53,1747.22,Yes
2379-LWEJS,Female,1,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.08,2225.64,No
7749-NZYBD,Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),91.87,533.11,No
4226-CUNCZ,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),106.47,1161.97,Yes
9092-FJAAT,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,65.38,2854.16,No
6097-PFXHS,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,83.21,784.57,No
2340-KFGYM,Female,0,No,No,58,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.19,5182.85,No
5322-FFJLE,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.47,848.66,Yes
7685-NRIWU,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.34,1532.47,No
2242-HNDQH,Female,1,No,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.1,3041.68,Yes
5265-MSGMJ,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,102.9,2564.68,No
3845-RMREL,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),118.6,7353.83,No
3256-QRLOI,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,95.07,2730.18,No
6301-ZVNFI,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.07,1230.58,No
5929-SGSMJ,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,108.92,846.33,No
9374-QIUTD,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.31,7984.55,No
3356-GKCEF,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.21,3935.43,No
3146-OIOOA,Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,79.78,840.68,No
5223-SQAGB,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),92.69,761.37,No
7685-AQZCV,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,101.98,1957.69,No
7296-ILCQN,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,107.58,2255.65,No
4440-CQNLD,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.98,1310.53,No
4389-RKQAN,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,116.07,6854.52,No
7750-GTVIT,Female,1,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.6,1175.63,No
2178-PBTGW,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),108.49,5193.09,Yes
4344-EZLGP,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.27,187.61,No
9713-LKNOY,Male,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.86,3682.28,No
6620-FPMDQ,Female,0,No,No,53,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.53,4666.72,No
2626-NFISR,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.9,1931.69,No
5448-SUJZN,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.82,1629.23,Yes
4600-QCQQO,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.46,3206.81,No
2470-AJIIT,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),94.62,555.92,No
9986-GXFJT,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,107.07,3949.63,No
5595-GGNMK,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,84.56,4311.17,No
1266-NCCHY,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),120.0,3931.93,Yes
